Area,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Item_normalized
Mexico,1999,193104,758.0,34468.93,16.09,sweet potatoes
Mexico,1999,193104,758.0,34468.93,20.86,sweet potatoes
Mexico,1999,193104,758.0,34468.93,25.03,sweet potatoes
Mexico,1999,193104,758.0,34468.93,19.74,sweet potatoes
Mexico,1999,193104,758.0,34468.93,23.33,sweet potatoes
Mexico,1999,193104,758.0,34468.93,19.27,sweet potatoes
Mexico,1999,193104,758.0,34468.93,16.18,sweet potatoes
Mexico,1999,193104,758.0,34468.93,20.86,sweet potatoes
Mexico,2000,113284,758.0,34468.93,16.11,cassava
Mexico,2000,113284,758.0,34468.93,21.12,cassava
Mexico,2000,113284,758.0,34468.93,25.16,cassava
Mexico,2000,113284,758.0,34468.93,20.19,cassava
Mexico,2000,113284,758.0,34468.93,23.07,cassava
Mexico,2000,113284,758.0,34468.93,19.29,cassava
Mexico,2000,113284,758.0,34468.93,16.9,cassava
Mexico,2000,113284,758.0,34468.93,21.12,cassava
Mexico,2000,239420,758.0,34468.93,16.11,potatoes
Mexico,2000,239420,758.0,34468.93,21.12,potatoes
Mexico,2000,239420,758.0,34468.93,25.16,potatoes
Mexico,2000,239420,758.0,34468.93,20.19,potatoes
Mexico,2000,239420,758.0,34468.93,23.07,potatoes
Mexico,2000,239420,758.0,34468.93,19.29,potatoes
Mexico,2000,239420,758.0,34468.93,16.9,potatoes
Mexico,2000,239420,758.0,34468.93,21.12,potatoes
Mexico,2000,14623,758.0,34468.93,16.11,soybeans
Mexico,2000,14623,758.0,34468.93,21.12,soybeans
Mexico,2000,14623,758.0,34468.93,25.16,soybeans
Mexico,2000,14623,758.0,34468.93,20.19,soybeans
Mexico,2000,14623,758.0,34468.93,23.07,soybeans
Mexico,2000,14623,758.0,34468.93,19.29,soybeans
Mexico,2000,14623,758.0,34468.93,16.9,soybeans
Mexico,2000,14623,758.0,34468.93,21.12,soybeans
Mexico,2000,188160,758.0,34468.93,16.11,sweet potatoes
Mexico,2000,188160,758.0,34468.93,21.12,sweet potatoes
Mexico,2000,188160,758.0,34468.93,25.16,sweet potatoes
Mexico,2000,188160,758.0,34468.93,20.19,sweet potatoes
Mexico,2000,188160,758.0,34468.93,23.07,sweet potatoes
Mexico,2000,188160,758.0,34468.93,19.29,sweet potatoes
Mexico,2000,188160,758.0,34468.93,16.9,sweet potatoes
Mexico,2000,188160,758.0,34468.93,21.12,sweet potatoes
Mexico,2001,153208,758.0,31373.3,15.98,cassava
Mexico,2001,153208,758.0,31373.3,21.23,cassava
Mexico,2001,153208,758.0,31373.3,25.11,cassava
Mexico,2001,153208,758.0,31373.3,20.15,cassava
Mexico,2001,153208,758.0,31373.3,22.6,cassava
Mexico,2001,153208,758.0,31373.3,19.32,cassava
Mexico,2001,153208,758.0,31373.3,16.37,cassava
Mexico,2001,153208,758.0,31373.3,21.23,cassava
Mexico,2001,237799,758.0,31373.3,15.98,potatoes
Mexico,2001,237799,758.0,31373.3,21.23,potatoes
Mexico,2001,237799,758.0,31373.3,25.11,potatoes
Mexico,2001,237799,758.0,31373.3,20.15,potatoes
Mexico,2001,237799,758.0,31373.3,22.6,potatoes
Mexico,2001,237799,758.0,31373.3,19.32,potatoes
Mexico,2001,237799,758.0,31373.3,16.37,potatoes
Mexico,2001,237799,758.0,31373.3,21.23,potatoes
Mexico,2001,16503,758.0,31373.3,15.98,soybeans
Mexico,2001,16503,758.0,31373.3,21.23,soybeans
Mexico,2001,16503,758.0,31373.3,25.11,soybeans
Mexico,2001,16503,758.0,31373.3,20.15,soybeans
Mexico,2001,16503,758.0,31373.3,22.6,soybeans
Mexico,2001,16503,758.0,31373.3,19.32,soybeans
Mexico,2001,16503,758.0,31373.3,16.37,soybeans
Mexico,2001,16503,758.0,31373.3,21.23,soybeans
Mexico,2001,199853,758.0,31373.3,15.98,sweet potatoes
Mexico,2001,199853,758.0,31373.3,21.23,sweet potatoes
Mexico,2001,199853,758.0,31373.3,25.11,sweet potatoes
Mexico,2001,199853,758.0,31373.3,20.15,sweet potatoes
Mexico,2001,199853,758.0,31373.3,22.6,sweet potatoes
Mexico,2001,199853,758.0,31373.3,19.32,sweet potatoes
Mexico,2001,199853,758.0,31373.3,16.37,sweet potatoes
Mexico,2001,199853,758.0,31373.3,21.23,sweet potatoes
Mexico,2002,150988,758.0,16189.88,16.37,cassava
Mexico,2002,150988,758.0,16189.88,21.5,cassava
Mexico,2002,150988,758.0,16189.88,25.07,cassava
Mexico,2002,150988,758.0,16189.88,19.93,cassava
Mexico,2002,150988,758.0,16189.88,22.59,cassava
Mexico,2002,150988,758.0,16189.88,19.62,cassava
Mexico,2002,150988,758.0,16189.88,16.37,cassava
Mexico,2002,150988,758.0,16189.88,21.5,cassava
Mexico,2002,237558,758.0,16189.88,16.37,potatoes
Mexico,2002,237558,758.0,16189.88,21.5,potatoes
Mexico,2002,237558,758.0,16189.88,25.07,potatoes
Mexico,2002,237558,758.0,16189.88,19.93,potatoes
Mexico,2002,237558,758.0,16189.88,22.59,potatoes
Mexico,2002,237558,758.0,16189.88,19.62,potatoes
Mexico,2002,237558,758.0,16189.88,16.37,potatoes
Mexico,2002,237558,758.0,16189.88,21.5,potatoes
Mexico,2002,15318,758.0,16189.88,16.37,soybeans
Mexico,2002,15318,758.0,16189.88,21.5,soybeans
Mexico,2002,15318,758.0,16189.88,25.07,soybeans
Mexico,2002,15318,758.0,16189.88,19.93,soybeans
Mexico,2002,15318,758.0,16189.88,22.59,soybeans
Mexico,2002,15318,758.0,16189.88,19.62,soybeans
Mexico,2002,15318,758.0,16189.88,16.37,soybeans
Mexico,2002,15318,758.0,16189.88,21.5,soybeans
Mexico,2002,184236,758.0,16189.88,16.37,sweet potatoes
Mexico,2002,184236,758.0,16189.88,21.5,sweet potatoes
Mexico,2002,184236,758.0,16189.88,25.07,sweet potatoes
Mexico,2002,184236,758.0,16189.88,19.93,sweet potatoes
Mexico,2002,184236,758.0,16189.88,22.59,sweet potatoes
Mexico,2002,184236,758.0,16189.88,19.62,sweet potatoes
Mexico,2002,184236,758.0,16189.88,16.37,sweet potatoes
Mexico,2002,184236,758.0,16189.88,21.5,sweet potatoes
Mexico,2004,141677,758.0,26433.14,16.2,cassava
Mexico,2004,141677,758.0,26433.14,21.24,cassava
Mexico,2004,141677,758.0,26433.14,24.92,cassava
Mexico,2004,141677,758.0,26433.14,19.91,cassava
Mexico,2004,141677,758.0,26433.14,22.26,cassava
Mexico,2004,141677,758.0,26433.14,19.56,cassava
Mexico,2004,141677,758.0,26433.14,16.84,cassava
Mexico,2004,141677,758.0,26433.14,21.24,cassava
Mexico,2004,242399,758.0,26433.14,16.2,potatoes
Mexico,2004,242399,758.0,26433.14,21.24,potatoes
Mexico,2004,242399,758.0,26433.14,24.92,potatoes
Mexico,2004,242399,758.0,26433.14,19.91,potatoes
Mexico,2004,242399,758.0,26433.14,22.26,potatoes
Mexico,2004,242399,758.0,26433.14,19.56,potatoes
Mexico,2004,242399,758.0,26433.14,16.84,potatoes
Mexico,2004,242399,758.0,26433.14,21.24,potatoes
Mexico,2004,15010,758.0,26433.14,16.2,soybeans
Mexico,2004,15010,758.0,26433.14,21.24,soybeans
Mexico,2004,15010,758.0,26433.14,24.92,soybeans
Mexico,2004,15010,758.0,26433.14,19.91,soybeans
Mexico,2004,15010,758.0,26433.14,22.26,soybeans
Mexico,2004,15010,758.0,26433.14,19.56,soybeans
Mexico,2004,15010,758.0,26433.14,16.84,soybeans
Mexico,2004,15010,758.0,26433.14,21.24,soybeans
Mexico,2004,218597,758.0,26433.14,16.2,sweet potatoes
Mexico,2004,218597,758.0,26433.14,21.24,sweet potatoes
Mexico,2004,218597,758.0,26433.14,24.92,sweet potatoes
Mexico,2004,218597,758.0,26433.14,19.91,sweet potatoes
Mexico,2004,218597,758.0,26433.14,22.26,sweet potatoes
Mexico,2004,218597,758.0,26433.14,19.56,sweet potatoes
Mexico,2004,218597,758.0,26433.14,16.84,sweet potatoes
Mexico,2004,218597,758.0,26433.14,21.24,sweet potatoes
Mexico,2005,126099,758.0,51741.99,16.7,cassava
Mexico,2005,126099,758.0,51741.99,21.42,cassava
Mexico,2005,126099,758.0,51741.99,25.18,cassava
Mexico,2005,126099,758.0,51741.99,20.09,cassava
Mexico,2005,126099,758.0,51741.99,22.95,cassava
Mexico,2005,126099,758.0,51741.99,19.82,cassava
Mexico,2005,126099,758.0,51741.99,16.93,cassava
Mexico,2005,126099,758.0,51741.99,21.42,cassava
Mexico,2005,259662,758.0,51741.99,16.7,potatoes
Mexico,2005,259662,758.0,51741.99,21.42,potatoes
Mexico,2005,259662,758.0,51741.99,25.18,potatoes
Mexico,2005,259662,758.0,51741.99,20.09,potatoes
Mexico,2005,259662,758.0,51741.99,22.95,potatoes
Mexico,2005,259662,758.0,51741.99,19.82,potatoes
Mexico,2005,259662,758.0,51741.99,16.93,potatoes
Mexico,2005,259662,758.0,51741.99,21.42,potatoes
Mexico,2005,19450,758.0,51741.99,16.7,soybeans
Mexico,2005,19450,758.0,51741.99,21.42,soybeans
Mexico,2005,19450,758.0,51741.99,25.18,soybeans
Mexico,2005,19450,758.0,51741.99,20.09,soybeans
Mexico,2005,19450,758.0,51741.99,22.95,soybeans
Mexico,2005,19450,758.0,51741.99,19.82,soybeans
Mexico,2005,19450,758.0,51741.99,16.93,soybeans
Mexico,2005,19450,758.0,51741.99,21.42,soybeans
Mexico,2005,214928,758.0,51741.99,16.7,sweet potatoes
Mexico,2005,214928,758.0,51741.99,21.42,sweet potatoes
Mexico,2005,214928,758.0,51741.99,25.18,sweet potatoes
Mexico,2005,214928,758.0,51741.99,20.09,sweet potatoes
Mexico,2005,214928,758.0,51741.99,22.95,sweet potatoes
Mexico,2005,214928,758.0,51741.99,19.82,sweet potatoes
Mexico,2005,214928,758.0,51741.99,16.93,sweet potatoes
Mexico,2005,214928,758.0,51741.99,21.42,sweet potatoes
Mexico,2006,137648,758.0,50891.95,16.37,cassava
Mexico,2006,137648,758.0,50891.95,21.5,cassava
Mexico,2006,137648,758.0,50891.95,25.35,cassava
Mexico,2006,137648,758.0,50891.95,20.3,cassava
Mexico,2006,137648,758.0,50891.95,23.33,cassava
Mexico,2006,137648,758.0,50891.95,19.53,cassava
Mexico,2006,137648,758.0,50891.95,17.23,cassava
Mexico,2006,137648,758.0,50891.95,21.5,cassava
Mexico,2006,248610,758.0,50891.95,16.37,potatoes
Mexico,2006,248610,758.0,50891.95,21.5,potatoes
Mexico,2006,248610,758.0,50891.95,25.35,potatoes
Mexico,2006,248610,758.0,50891.95,20.3,potatoes
Mexico,2006,248610,758.0,50891.95,23.33,potatoes
Mexico,2006,248610,758.0,50891.95,19.53,potatoes
Mexico,2006,248610,758.0,50891.95,17.23,potatoes
Mexico,2006,248610,758.0,50891.95,21.5,potatoes
Mexico,2006,14962,758.0,50891.95,16.37,soybeans
Mexico,2006,14962,758.0,50891.95,21.5,soybeans
Mexico,2006,14962,758.0,50891.95,25.35,soybeans
Mexico,2006,14962,758.0,50891.95,20.3,soybeans
Mexico,2006,14962,758.0,50891.95,23.33,soybeans
Mexico,2006,14962,758.0,50891.95,19.53,soybeans
Mexico,2006,14962,758.0,50891.95,17.23,soybeans
Mexico,2006,14962,758.0,50891.95,21.5,soybeans
Mexico,2006,212942,758.0,50891.95,16.37,sweet potatoes
Mexico,2006,212942,758.0,50891.95,21.5,sweet potatoes
Mexico,2006,212942,758.0,50891.95,25.35,sweet potatoes
Mexico,2006,212942,758.0,50891.95,20.3,sweet potatoes
Mexico,2006,212942,758.0,50891.95,23.33,sweet potatoes
Mexico,2006,212942,758.0,50891.95,19.53,sweet potatoes
Mexico,2006,212942,758.0,50891.95,17.23,sweet potatoes
Mexico,2006,212942,758.0,50891.95,21.5,sweet potatoes
Mexico,2007,122745,758.0,64501.28,16.38,cassava
Mexico,2007,122745,758.0,64501.28,21.35,cassava
Mexico,2007,122745,758.0,64501.28,24.88,cassava
Mexico,2007,122745,758.0,64501.28,20.17,cassava
Mexico,2007,122745,758.0,64501.28,22.18,cassava
Mexico,2007,122745,758.0,64501.28,19.7,cassava
Mexico,2007,122745,758.0,64501.28,16.8,cassava
Mexico,2007,122745,758.0,64501.28,21.35,cassava
Mexico,2007,270565,758.0,64501.28,16.38,potatoes
Mexico,2007,270565,758.0,64501.28,21.35,potatoes
Mexico,2007,270565,758.0,64501.28,24.88,potatoes
Mexico,2007,270565,758.0,64501.28,20.17,potatoes
Mexico,2007,270565,758.0,64501.28,22.18,potatoes
Mexico,2007,270565,758.0,64501.28,19.7,potatoes
Mexico,2007,270565,758.0,64501.28,16.8,potatoes
Mexico,2007,270565,758.0,64501.28,21.35,potatoes
Mexico,2007,14121,758.0,64501.28,16.38,soybeans
Mexico,2007,14121,758.0,64501.28,21.35,soybeans
Mexico,2007,14121,758.0,64501.28,24.88,soybeans
Mexico,2007,14121,758.0,64501.28,20.17,soybeans
Mexico,2007,14121,758.0,64501.28,22.18,soybeans
Mexico,2007,14121,758.0,64501.28,19.7,soybeans
Mexico,2007,14121,758.0,64501.28,16.8,soybeans
Mexico,2007,14121,758.0,64501.28,21.35,soybeans
Mexico,2007,204599,758.0,64501.28,16.38,sweet potatoes
Mexico,2007,204599,758.0,64501.28,21.35,sweet potatoes
Mexico,2007,204599,758.0,64501.28,24.88,sweet potatoes
Mexico,2007,204599,758.0,64501.28,20.17,sweet potatoes
Mexico,2007,204599,758.0,64501.28,22.18,sweet potatoes
Mexico,2007,204599,758.0,64501.28,19.7,sweet potatoes
Mexico,2007,204599,758.0,64501.28,16.8,sweet potatoes
Mexico,2007,204599,758.0,64501.28,21.35,sweet potatoes
Mexico,2008,143579,758.0,61732.11,16.22,cassava
Mexico,2008,143579,758.0,61732.11,21.02,cassava
Mexico,2008,143579,758.0,61732.11,25.22,cassava
Mexico,2008,143579,758.0,61732.11,20.41,cassava
Mexico,2008,143579,758.0,61732.11,22.68,cassava
Mexico,2008,143579,758.0,61732.11,19.45,cassava
Mexico,2008,143579,758.0,61732.11,17.21,cassava
Mexico,2008,143579,758.0,61732.11,21.02,cassava
Mexico,2008,277258,758.0,61732.11,16.22,potatoes
Mexico,2008,277258,758.0,61732.11,21.02,potatoes
Mexico,2008,277258,758.0,61732.11,25.22,potatoes
Mexico,2008,277258,758.0,61732.11,20.41,potatoes
Mexico,2008,277258,758.0,61732.11,22.68,potatoes
Mexico,2008,277258,758.0,61732.11,19.45,potatoes
Mexico,2008,277258,758.0,61732.11,17.21,potatoes
Mexico,2008,277258,758.0,61732.11,21.02,potatoes
Mexico,2008,20196,758.0,61732.11,16.22,soybeans
Mexico,2008,20196,758.0,61732.11,21.02,soybeans
Mexico,2008,20196,758.0,61732.11,25.22,soybeans
Mexico,2008,20196,758.0,61732.11,20.41,soybeans
Mexico,2008,20196,758.0,61732.11,22.68,soybeans
Mexico,2008,20196,758.0,61732.11,19.45,soybeans
Mexico,2008,20196,758.0,61732.11,17.21,soybeans
Mexico,2008,20196,758.0,61732.11,21.02,soybeans
Mexico,2008,215028,758.0,61732.11,16.22,sweet potatoes
Mexico,2008,215028,758.0,61732.11,21.02,sweet potatoes
Mexico,2008,215028,758.0,61732.11,25.22,sweet potatoes
Mexico,2008,215028,758.0,61732.11,20.41,sweet potatoes
Mexico,2008,215028,758.0,61732.11,22.68,sweet potatoes
Mexico,2008,215028,758.0,61732.11,19.45,sweet potatoes
Mexico,2008,215028,758.0,61732.11,17.21,sweet potatoes
Mexico,2008,215028,758.0,61732.11,21.02,sweet potatoes
Mexico,2009,143440,758.0,61690.08,16.65,cassava
Mexico,2009,143440,758.0,61690.08,21.76,cassava
Mexico,2009,143440,758.0,61690.08,25.72,cassava
Mexico,2009,143440,758.0,61690.08,20.32,cassava
Mexico,2009,143440,758.0,61690.08,23.23,cassava
Mexico,2009,143440,758.0,61690.08,19.81,cassava
Mexico,2009,143440,758.0,61690.08,17.03,cassava
Mexico,2009,143440,758.0,61690.08,21.76,cassava
Mexico,2009,277374,758.0,61690.08,16.65,potatoes
Mexico,2009,277374,758.0,61690.08,21.76,potatoes
Mexico,2009,277374,758.0,61690.08,25.72,potatoes
Mexico,2009,277374,758.0,61690.08,20.32,potatoes
Mexico,2009,277374,758.0,61690.08,23.23,potatoes
Mexico,2009,277374,758.0,61690.08,19.81,potatoes
Mexico,2009,277374,758.0,61690.08,17.03,potatoes
Mexico,2009,277374,758.0,61690.08,21.76,potatoes
Mexico,2009,18675,758.0,61690.08,16.65,soybeans
Mexico,2009,18675,758.0,61690.08,21.76,soybeans
Mexico,2009,18675,758.0,61690.08,25.72,soybeans
Mexico,2009,18675,758.0,61690.08,20.32,soybeans
Mexico,2009,18675,758.0,61690.08,23.23,soybeans
Mexico,2009,18675,758.0,61690.08,19.81,soybeans
Mexico,2009,18675,758.0,61690.08,17.03,soybeans
Mexico,2009,18675,758.0,61690.08,21.76,soybeans
Mexico,2009,190454,758.0,61690.08,16.65,sweet potatoes
Mexico,2009,190454,758.0,61690.08,21.76,sweet potatoes
Mexico,2009,190454,758.0,61690.08,25.72,sweet potatoes
Mexico,2009,190454,758.0,61690.08,20.32,sweet potatoes
Mexico,2009,190454,758.0,61690.08,23.23,sweet potatoes
Mexico,2009,190454,758.0,61690.08,19.81,sweet potatoes
Mexico,2009,190454,758.0,61690.08,17.03,sweet potatoes
Mexico,2009,190454,758.0,61690.08,21.76,sweet potatoes
Mexico,2010,131579,758.0,63402.29,15.87,cassava
Mexico,2010,131579,758.0,63402.29,20.9,cassava
Mexico,2010,131579,758.0,63402.29,25.04,cassava
Mexico,2010,131579,758.0,63402.29,19.62,cassava
Mexico,2010,131579,758.0,63402.29,21.99,cassava
Mexico,2010,131579,758.0,63402.29,19.38,cassava
Mexico,2010,131579,758.0,63402.29,16.19,cassava
Mexico,2010,131579,758.0,63402.29,20.9,cassava
Mexico,2010,277578,758.0,63402.29,15.87,potatoes
Mexico,2010,277578,758.0,63402.29,20.9,potatoes
Mexico,2010,277578,758.0,63402.29,25.04,potatoes
Mexico,2010,277578,758.0,63402.29,19.62,potatoes
Mexico,2010,277578,758.0,63402.29,21.99,potatoes
Mexico,2010,277578,758.0,63402.29,19.38,potatoes
Mexico,2010,277578,758.0,63402.29,16.19,potatoes
Mexico,2010,277578,758.0,63402.29,20.9,potatoes
Mexico,2010,10925,758.0,63402.29,15.87,soybeans
Mexico,2010,10925,758.0,63402.29,20.9,soybeans
Mexico,2010,10925,758.0,63402.29,25.04,soybeans
Mexico,2010,10925,758.0,63402.29,19.62,soybeans
Mexico,2010,10925,758.0,63402.29,21.99,soybeans
Mexico,2010,10925,758.0,63402.29,19.38,soybeans
Mexico,2010,10925,758.0,63402.29,16.19,soybeans
Mexico,2010,10925,758.0,63402.29,20.9,soybeans
Mexico,2010,206653,758.0,63402.29,15.87,sweet potatoes
Mexico,2010,206653,758.0,63402.29,20.9,sweet potatoes
Mexico,2010,206653,758.0,63402.29,25.04,sweet potatoes
Mexico,2010,206653,758.0,63402.29,19.62,sweet potatoes
Mexico,2010,206653,758.0,63402.29,21.99,sweet potatoes
Mexico,2010,206653,758.0,63402.29,19.38,sweet potatoes
Mexico,2010,206653,758.0,63402.29,16.19,sweet potatoes
Mexico,2010,206653,758.0,63402.29,20.9,sweet potatoes
Mexico,2011,127352,758.0,65961.1,16.64,cassava
Mexico,2011,127352,758.0,65961.1,21.55,cassava
Mexico,2011,127352,758.0,65961.1,25.28,cassava
Mexico,2011,127352,758.0,65961.1,19.52,cassava
Mexico,2011,127352,758.0,65961.1,23.55,cassava
Mexico,2011,127352,758.0,65961.1,19.83,cassava
Mexico,2011,127352,758.0,65961.1,16.26,cassava
Mexico,2011,127352,758.0,65961.1,21.55,cassava
Mexico,2011,262734,758.0,65961.1,16.64,potatoes
Mexico,2011,262734,758.0,65961.1,21.55,potatoes
Mexico,2011,262734,758.0,65961.1,25.28,potatoes
Mexico,2011,262734,758.0,65961.1,19.52,potatoes
Mexico,2011,262734,758.0,65961.1,23.55,potatoes
Mexico,2011,262734,758.0,65961.1,19.83,potatoes
Mexico,2011,262734,758.0,65961.1,16.26,potatoes
Mexico,2011,262734,758.0,65961.1,21.55,potatoes
Mexico,2011,13197,758.0,65961.1,16.64,soybeans
Mexico,2011,13197,758.0,65961.1,21.55,soybeans
Mexico,2011,13197,758.0,65961.1,25.28,soybeans
Mexico,2011,13197,758.0,65961.1,19.52,soybeans
Mexico,2011,13197,758.0,65961.1,23.55,soybeans
Mexico,2011,13197,758.0,65961.1,19.83,soybeans
Mexico,2011,13197,758.0,65961.1,16.26,soybeans
Mexico,2011,13197,758.0,65961.1,21.55,soybeans
Mexico,2011,201465,758.0,65961.1,16.64,sweet potatoes
Mexico,2011,201465,758.0,65961.1,21.55,sweet potatoes
Mexico,2011,201465,758.0,65961.1,25.28,sweet potatoes
Mexico,2011,201465,758.0,65961.1,19.52,sweet potatoes
Mexico,2011,201465,758.0,65961.1,23.55,sweet potatoes
Mexico,2011,201465,758.0,65961.1,19.83,sweet potatoes
Mexico,2011,201465,758.0,65961.1,16.26,sweet potatoes
Mexico,2011,201465,758.0,65961.1,21.55,sweet potatoes
Mexico,2012,122330,758.0,64512.22,16.43,cassava
Mexico,2012,122330,758.0,64512.22,21.52,cassava
Mexico,2012,122330,758.0,64512.22,25.5,cassava
Mexico,2012,122330,758.0,64512.22,20.61,cassava
Mexico,2012,122330,758.0,64512.22,23.5,cassava
Mexico,2012,122330,758.0,64512.22,19.71,cassava
Mexico,2012,122330,758.0,64512.22,17.2,cassava
Mexico,2012,122330,758.0,64512.22,21.52,cassava
Mexico,2012,268098,758.0,64512.22,16.43,potatoes
Mexico,2012,268098,758.0,64512.22,21.52,potatoes
Mexico,2012,268098,758.0,64512.22,25.5,potatoes
Mexico,2012,268098,758.0,64512.22,20.61,potatoes
Mexico,2012,268098,758.0,64512.22,23.5,potatoes
Mexico,2012,268098,758.0,64512.22,19.71,potatoes
Mexico,2012,268098,758.0,64512.22,17.2,potatoes
Mexico,2012,268098,758.0,64512.22,21.52,potatoes
Mexico,2012,17389,758.0,64512.22,16.43,soybeans
Mexico,2012,17389,758.0,64512.22,21.52,soybeans
Mexico,2012,17389,758.0,64512.22,25.5,soybeans
Mexico,2012,17389,758.0,64512.22,20.61,soybeans
Mexico,2012,17389,758.0,64512.22,23.5,soybeans
Mexico,2012,17389,758.0,64512.22,19.71,soybeans
Mexico,2012,17389,758.0,64512.22,17.2,soybeans
Mexico,2012,17389,758.0,64512.22,21.52,soybeans
Mexico,2012,175168,758.0,64512.22,16.43,sweet potatoes
Mexico,2012,175168,758.0,64512.22,21.52,sweet potatoes
Mexico,2012,175168,758.0,64512.22,25.5,sweet potatoes
Mexico,2012,175168,758.0,64512.22,20.61,sweet potatoes
Mexico,2012,175168,758.0,64512.22,23.5,sweet potatoes
Mexico,2012,175168,758.0,64512.22,19.71,sweet potatoes
Mexico,2012,175168,758.0,64512.22,17.2,sweet potatoes
Mexico,2012,175168,758.0,64512.22,21.52,sweet potatoes
Mexico,2013,146398,758.0,59920.18,17.34,cassava
Mexico,2013,146398,758.0,59920.18,22.19,cassava
Mexico,2013,146398,758.0,59920.18,25.36,cassava
Mexico,2013,146398,758.0,59920.18,21.86,cassava
Mexico,2013,146398,758.0,59920.18,24.19,cassava
Mexico,2013,146398,758.0,59920.18,20.45,cassava
Mexico,2013,146398,758.0,59920.18,17.18,cassava
Mexico,2013,146398,758.0,59920.18,22.19,cassava
Mexico,2013,267752,758.0,59920.18,17.34,potatoes
Mexico,2013,267752,758.0,59920.18,22.19,potatoes
Mexico,2013,267752,758.0,59920.18,25.36,potatoes
Mexico,2013,267752,758.0,59920.18,21.86,potatoes
Mexico,2013,267752,758.0,59920.18,24.19,potatoes
Mexico,2013,267752,758.0,59920.18,20.45,potatoes
Mexico,2013,267752,758.0,59920.18,17.18,potatoes
Mexico,2013,267752,758.0,59920.18,22.19,potatoes
Mexico,2013,15198,758.0,59920.18,17.34,soybeans
Mexico,2013,15198,758.0,59920.18,22.19,soybeans
Mexico,2013,15198,758.0,59920.18,25.36,soybeans
Mexico,2013,15198,758.0,59920.18,21.86,soybeans
Mexico,2013,15198,758.0,59920.18,24.19,soybeans
Mexico,2013,15198,758.0,59920.18,20.45,soybeans
Mexico,2013,15198,758.0,59920.18,17.18,soybeans
Mexico,2013,15198,758.0,59920.18,22.19,soybeans
Mexico,2013,183965,758.0,59920.18,17.34,sweet potatoes
Mexico,2013,183965,758.0,59920.18,22.19,sweet potatoes
Mexico,2013,183965,758.0,59920.18,25.36,sweet potatoes
Mexico,2013,183965,758.0,59920.18,21.86,sweet potatoes
Mexico,2013,183965,758.0,59920.18,24.19,sweet potatoes
Mexico,2013,183965,758.0,59920.18,20.45,sweet potatoes
Mexico,2013,183965,758.0,59920.18,17.18,sweet potatoes
Mexico,2013,183965,758.0,59920.18,22.19,sweet potatoes
Montenegro,2006,130448,241.0,0.55,10.56,potatoes
Montenegro,2007,105037,241.0,0.55,11.59,potatoes
Montenegro,2008,130981,241.0,0.55,11.62,potatoes
Montenegro,2009,150977,241.0,0.55,11.46,potatoes
Montenegro,2010,145964,241.0,66.0,11.25,potatoes
Montenegro,2011,165000,241.0,75.0,11.25,potatoes
Montenegro,2012,118033,241.0,71.0,11.53,potatoes
Montenegro,2013,149004,241.0,82.0,12.87,potatoes
Morocco,1990,171851,346.0,9364.0,18.17,potatoes
Morocco,1990,171851,346.0,9364.0,18.29,potatoes
Morocco,1990,16181,346.0,9364.0,18.17,soybeans
Morocco,1990,16181,346.0,9364.0,18.29,soybeans
Morocco,1990,155421,346.0,9364.0,18.17,sweet potatoes
Morocco,1990,155421,346.0,9364.0,18.29,sweet potatoes
Morocco,1991,171948,346.0,9771.14,17.25,potatoes
Morocco,1991,171948,346.0,9771.14,17.47,potatoes
Morocco,1991,14178,346.0,9771.14,17.25,soybeans
Morocco,1991,14178,346.0,9771.14,17.47,soybeans
Morocco,1991,156000,346.0,9771.14,17.25,sweet potatoes
Morocco,1991,156000,346.0,9771.14,17.47,sweet potatoes
Morocco,1992,151411,346.0,10178.29,17.38,potatoes
Morocco,1992,151411,346.0,10178.29,17.56,potatoes
Morocco,1992,11944,346.0,10178.29,17.38,soybeans
Morocco,1992,11944,346.0,10178.29,17.56,soybeans
Morocco,1992,155000,346.0,10178.29,17.38,sweet potatoes
Morocco,1992,155000,346.0,10178.29,17.56,sweet potatoes
Morocco,1993,156153,346.0,10585.43,16.94,potatoes
Morocco,1993,156153,346.0,10585.43,17.11,potatoes
Morocco,1993,10000,346.0,10585.43,16.94,soybeans
Morocco,1993,10000,346.0,10585.43,17.11,soybeans
Morocco,1993,150000,346.0,10585.43,16.94,sweet potatoes
Morocco,1993,150000,346.0,10585.43,17.11,sweet potatoes
Morocco,1994,176522,346.0,10992.57,17.88,potatoes
Morocco,1994,176522,346.0,10992.57,17.98,potatoes
Morocco,1994,13755,346.0,10992.57,17.88,soybeans
Morocco,1994,13755,346.0,10992.57,17.98,soybeans
Morocco,1994,154663,346.0,10992.57,17.88,sweet potatoes
Morocco,1994,154663,346.0,10992.57,17.98,sweet potatoes
Morocco,1995,166304,346.0,11399.71,18.56,potatoes
Morocco,1995,166304,346.0,11399.71,18.72,potatoes
Morocco,1995,13367,346.0,11399.71,18.56,soybeans
Morocco,1995,13367,346.0,11399.71,18.72,soybeans
Morocco,1995,156909,346.0,11399.71,18.56,sweet potatoes
Morocco,1995,156909,346.0,11399.71,18.72,sweet potatoes
Morocco,1996,190473,346.0,11806.86,17.75,potatoes
Morocco,1996,190473,346.0,11806.86,17.97,potatoes
Morocco,1996,24600,346.0,11806.86,17.75,soybeans
