Unnamed: 0,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Item_normalized
26471,Tunisia,Potatoes,1995,137059,207.0,909.0,19.22,potatoes
26474,Tunisia,Potatoes,1996,119469,207.0,909.0,18.88,potatoes
26477,Tunisia,Potatoes,1997,125652,207.0,909.0,19.54,potatoes
26480,Tunisia,Potatoes,1998,137850,207.0,868.44,19.19,potatoes
26483,Tunisia,Potatoes,1999,164103,207.0,827.87,19.97,potatoes
26486,Tunisia,Potatoes,2000,140097,207.0,787.31,19.76,potatoes
26489,Tunisia,Potatoes,2001,154930,207.0,746.75,20.04,potatoes
26492,Tunisia,Potatoes,2002,140399,207.0,706.18,19.74,potatoes
26495,Tunisia,Potatoes,2004,154959,207.0,625.06,19.37,potatoes
26498,Tunisia,Potatoes,2005,123604,207.0,584.49,19.12,potatoes
26501,Tunisia,Potatoes,2006,146586,207.0,543.93,19.82,potatoes
26504,Tunisia,Potatoes,2007,145418,207.0,503.37,19.71,potatoes
26507,Tunisia,Potatoes,2008,149194,207.0,462.8,19.76,potatoes
26510,Tunisia,Potatoes,2009,144321,207.0,422.24,19.64,potatoes
26513,Tunisia,Potatoes,2010,155462,207.0,422.24,19.76,potatoes
26516,Tunisia,Potatoes,2011,148760,207.0,422.24,19.53,potatoes
26519,Tunisia,Potatoes,2012,150215,207.0,422.24,20.12,potatoes
26522,Tunisia,Potatoes,2013,160417,207.0,422.24,20.0,potatoes
26530,Turkey,Potatoes,1990,224367,593.0,29918.0,19.22,potatoes
26531,Turkey,Potatoes,1990,224367,593.0,29918.0,10.51,potatoes
26532,Turkey,Potatoes,1990,224367,593.0,29918.0,11.91,potatoes
26533,Turkey,Potatoes,1990,224367,593.0,29918.0,14.01,potatoes
26534,Turkey,Potatoes,1990,224367,593.0,29918.0,17.94,potatoes
26540,Turkey,Soybeans,1990,21892,593.0,29918.0,19.22,soybeans
26541,Turkey,Soybeans,1990,21892,593.0,29918.0,10.51,soybeans
26542,Turkey,Soybeans,1990,21892,593.0,29918.0,11.91,soybeans
26543,Turkey,Soybeans,1990,21892,593.0,29918.0,14.01,soybeans
26544,Turkey,Soybeans,1990,21892,593.0,29918.0,17.94,soybeans
26555,Turkey,Potatoes,1991,230653,593.0,24343.0,18.94,potatoes
26556,Turkey,Potatoes,1991,230653,593.0,24343.0,10.37,potatoes
26557,Turkey,Potatoes,1991,230653,593.0,24343.0,11.2,potatoes
26558,Turkey,Potatoes,1991,230653,593.0,24343.0,13.21,potatoes
26559,Turkey,Potatoes,1991,230653,593.0,24343.0,17.04,potatoes
26565,Turkey,Soybeans,1991,22222,593.0,24343.0,18.94,soybeans
26566,Turkey,Soybeans,1991,22222,593.0,24343.0,10.37,soybeans
26567,Turkey,Soybeans,1991,22222,593.0,24343.0,11.2,soybeans
26568,Turkey,Soybeans,1991,22222,593.0,24343.0,13.21,soybeans
26569,Turkey,Soybeans,1991,22222,593.0,24343.0,17.04,soybeans
26580,Turkey,Potatoes,1992,236046,593.0,27110.0,17.68,potatoes
26581,Turkey,Potatoes,1992,236046,593.0,27110.0,9.06,potatoes
26582,Turkey,Potatoes,1992,236046,593.0,27110.0,10.77,potatoes
26583,Turkey,Potatoes,1992,236046,593.0,27110.0,13.01,potatoes
26584,Turkey,Potatoes,1992,236046,593.0,27110.0,16.91,potatoes
26590,Turkey,Soybeans,1992,20652,593.0,27110.0,17.68,soybeans
26591,Turkey,Soybeans,1992,20652,593.0,27110.0,9.06,soybeans
26592,Turkey,Soybeans,1992,20652,593.0,27110.0,10.77,soybeans
26593,Turkey,Soybeans,1992,20652,593.0,27110.0,13.01,soybeans
26594,Turkey,Soybeans,1992,20652,593.0,27110.0,16.91,soybeans
26605,Turkey,Potatoes,1993,242315,593.0,28042.0,18.82,potatoes
26606,Turkey,Potatoes,1993,242315,593.0,28042.0,9.96,potatoes
26607,Turkey,Potatoes,1993,242315,593.0,28042.0,11.45,potatoes
26608,Turkey,Potatoes,1993,242315,593.0,28042.0,13.32,potatoes
26609,Turkey,Potatoes,1993,242315,593.0,28042.0,17.39,potatoes
26615,Turkey,Soybeans,1993,23551,593.0,28042.0,18.82,soybeans
26616,Turkey,Soybeans,1993,23551,593.0,28042.0,9.96,soybeans
26617,Turkey,Soybeans,1993,23551,593.0,28042.0,11.45,soybeans
26618,Turkey,Soybeans,1993,23551,593.0,28042.0,13.32,soybeans
26619,Turkey,Soybeans,1993,23551,593.0,28042.0,17.39,soybeans
26630,Turkey,Potatoes,1994,229189,593.0,24219.0,19.76,potatoes
26631,Turkey,Potatoes,1994,229189,593.0,24219.0,11.7,potatoes
26632,Turkey,Potatoes,1994,229189,593.0,24219.0,12.83,potatoes
26633,Turkey,Potatoes,1994,229189,593.0,24219.0,14.88,potatoes
26634,Turkey,Potatoes,1994,229189,593.0,24219.0,18.35,potatoes
26640,Turkey,Soybeans,1994,24138,593.0,24219.0,19.76,soybeans
26641,Turkey,Soybeans,1994,24138,593.0,24219.0,11.7,soybeans
26642,Turkey,Soybeans,1994,24138,593.0,24219.0,12.83,soybeans
26643,Turkey,Soybeans,1994,24138,593.0,24219.0,14.88,soybeans
26644,Turkey,Soybeans,1994,24138,593.0,24219.0,18.35,soybeans
26655,Turkey,Potatoes,1995,237707,593.0,27328.0,19.15,potatoes
26656,Turkey,Potatoes,1995,237707,593.0,27328.0,10.93,potatoes
26657,Turkey,Potatoes,1995,237707,593.0,27328.0,12.06,potatoes
26658,Turkey,Potatoes,1995,237707,593.0,27328.0,14.14,potatoes
26659,Turkey,Potatoes,1995,237707,593.0,27328.0,17.64,potatoes
26665,Turkey,Soybeans,1995,24194,593.0,27328.0,19.15,soybeans
26666,Turkey,Soybeans,1995,24194,593.0,27328.0,10.93,soybeans
26667,Turkey,Soybeans,1995,24194,593.0,27328.0,12.06,soybeans
26668,Turkey,Soybeans,1995,24194,593.0,27328.0,14.14,soybeans
26669,Turkey,Soybeans,1995,24194,593.0,27328.0,17.64,soybeans
26680,Turkey,Potatoes,1996,235756,593.0,30286.0,19.47,potatoes
26681,Turkey,Potatoes,1996,235756,593.0,30286.0,11.29,potatoes
26682,Turkey,Potatoes,1996,235756,593.0,30286.0,11.92,potatoes
26683,Turkey,Potatoes,1996,235756,593.0,30286.0,13.77,potatoes
26684,Turkey,Potatoes,1996,235756,593.0,30286.0,17.49,potatoes
26690,Turkey,Soybeans,1996,24390,593.0,30286.0,19.47,soybeans
26691,Turkey,Soybeans,1996,24390,593.0,30286.0,11.29,soybeans
26692,Turkey,Soybeans,1996,24390,593.0,30286.0,11.92,soybeans
26693,Turkey,Soybeans,1996,24390,593.0,30286.0,13.77,soybeans
26694,Turkey,Soybeans,1996,24390,593.0,30286.0,17.49,soybeans
26705,Turkey,Potatoes,1997,241821,593.0,34431.0,18.65,potatoes
26706,Turkey,Potatoes,1997,241821,593.0,34431.0,10.13,potatoes
26707,Turkey,Potatoes,1997,241821,593.0,34431.0,11.34,potatoes
26708,Turkey,Potatoes,1997,241821,593.0,34431.0,13.16,potatoes
26709,Turkey,Potatoes,1997,241821,593.0,34431.0,17.2,potatoes
26715,Turkey,Soybeans,1997,21053,593.0,34431.0,18.65,soybeans
26716,Turkey,Soybeans,1997,21053,593.0,34431.0,10.13,soybeans
26717,Turkey,Soybeans,1997,21053,593.0,34431.0,11.34,soybeans
26718,Turkey,Soybeans,1997,21053,593.0,34431.0,13.16,soybeans
26719,Turkey,Soybeans,1997,21053,593.0,34431.0,17.2,soybeans
26730,Turkey,Potatoes,1998,258890,593.0,30162.0,19.92,potatoes
26731,Turkey,Potatoes,1998,258890,593.0,30162.0,11.72,potatoes
26732,Turkey,Potatoes,1998,258890,593.0,30162.0,12.56,potatoes
26733,Turkey,Potatoes,1998,258890,593.0,30162.0,14.48,potatoes
26734,Turkey,Potatoes,1998,258890,593.0,30162.0,18.08,potatoes
26740,Turkey,Soybeans,1998,26087,593.0,30162.0,19.92,soybeans
26741,Turkey,Soybeans,1998,26087,593.0,30162.0,11.72,soybeans
26742,Turkey,Soybeans,1998,26087,593.0,30162.0,12.56,soybeans
26743,Turkey,Soybeans,1998,26087,593.0,30162.0,14.48,soybeans
26744,Turkey,Soybeans,1998,26087,593.0,30162.0,18.08,soybeans
26755,Turkey,Potatoes,1999,272975,593.0,33089.0,20.02,potatoes
26756,Turkey,Potatoes,1999,272975,593.0,33089.0,11.69,potatoes
26757,Turkey,Potatoes,1999,272975,593.0,33089.0,13.02,potatoes
26758,Turkey,Potatoes,1999,272975,593.0,33089.0,15.0,potatoes
26759,Turkey,Potatoes,1999,272975,593.0,33089.0,18.74,potatoes
26765,Turkey,Soybeans,1999,27500,593.0,33089.0,20.02,soybeans
26766,Turkey,Soybeans,1999,27500,593.0,33089.0,11.69,soybeans
26767,Turkey,Soybeans,1999,27500,593.0,33089.0,13.02,soybeans
26768,Turkey,Soybeans,1999,27500,593.0,33089.0,15.0,soybeans
26769,Turkey,Soybeans,1999,27500,593.0,33089.0,18.74,soybeans
26780,Turkey,Potatoes,2000,263762,593.0,33471.0,19.33,potatoes
26781,Turkey,Potatoes,2000,263762,593.0,33471.0,10.39,potatoes
26782,Turkey,Potatoes,2000,263762,593.0,33471.0,12.03,potatoes
26783,Turkey,Potatoes,2000,263762,593.0,33471.0,14.29,potatoes
26784,Turkey,Potatoes,2000,263762,593.0,33471.0,17.97,potatoes
26790,Turkey,Soybeans,2000,29667,593.0,33471.0,19.33,soybeans
26791,Turkey,Soybeans,2000,29667,593.0,33471.0,10.39,soybeans
26792,Turkey,Soybeans,2000,29667,593.0,33471.0,12.03,soybeans
26793,Turkey,Soybeans,2000,29667,593.0,33471.0,14.29,soybeans
26794,Turkey,Soybeans,2000,29667,593.0,33471.0,17.97,soybeans
26805,Turkey,Potatoes,2001,250409,593.0,25539.0,20.09,potatoes
26806,Turkey,Potatoes,2001,250409,593.0,25539.0,12.32,potatoes
26807,Turkey,Potatoes,2001,250409,593.0,25539.0,13.16,potatoes
26808,Turkey,Potatoes,2001,250409,593.0,25539.0,15.11,potatoes
26809,Turkey,Potatoes,2001,250409,593.0,25539.0,18.63,potatoes
26815,Turkey,Soybeans,2001,33064,593.0,25539.0,20.09,soybeans
26816,Turkey,Soybeans,2001,33064,593.0,25539.0,12.32,soybeans
26817,Turkey,Soybeans,2001,33064,593.0,25539.0,13.16,soybeans
26818,Turkey,Soybeans,2001,33064,593.0,25539.0,15.11,soybeans
26819,Turkey,Soybeans,2001,33064,593.0,25539.0,18.63,soybeans
26830,Turkey,Potatoes,2002,262966,593.0,27915.0,19.54,potatoes
26831,Turkey,Potatoes,2002,262966,593.0,27915.0,10.81,potatoes
26832,Turkey,Potatoes,2002,262966,593.0,27915.0,12.24,potatoes
26833,Turkey,Potatoes,2002,262966,593.0,27915.0,14.51,potatoes
26834,Turkey,Potatoes,2002,262966,593.0,27915.0,18.18,potatoes
26840,Turkey,Soybeans,2002,29412,593.0,27915.0,19.54,soybeans
26841,Turkey,Soybeans,2002,29412,593.0,27915.0,10.81,soybeans
26842,Turkey,Soybeans,2002,29412,593.0,27915.0,12.24,soybeans
26843,Turkey,Soybeans,2002,29412,593.0,27915.0,14.51,soybeans
26844,Turkey,Soybeans,2002,29412,593.0,27915.0,18.18,soybeans
26855,Turkey,Potatoes,2004,268306,593.0,28831.0,19.48,potatoes
26856,Turkey,Potatoes,2004,268306,593.0,28831.0,10.99,potatoes
26857,Turkey,Potatoes,2004,268306,593.0,28831.0,12.26,potatoes
26858,Turkey,Potatoes,2004,268306,593.0,28831.0,14.23,potatoes
26859,Turkey,Potatoes,2004,268306,593.0,28831.0,17.97,potatoes
26870,Turkey,Soybeans,2004,35714,593.0,28831.0,19.48,soybeans
26871,Turkey,Soybeans,2004,35714,593.0,28831.0,10.99,soybeans
26872,Turkey,Soybeans,2004,35714,593.0,28831.0,12.26,soybeans
26873,Turkey,Soybeans,2004,35714,593.0,28831.0,14.23,soybeans
26874,Turkey,Soybeans,2004,35714,593.0,28831.0,17.97,soybeans
26885,Turkey,Potatoes,2005,266540,593.0,40332.0,19.44,potatoes
26886,Turkey,Potatoes,2005,266540,593.0,40332.0,11.24,potatoes
26887,Turkey,Potatoes,2005,266540,593.0,40332.0,12.2,potatoes
26888,Turkey,Potatoes,2005,266540,593.0,40332.0,14.23,potatoes
26889,Turkey,Potatoes,2005,266540,593.0,40332.0,17.78,potatoes
26900,Turkey,Soybeans,2005,33721,593.0,40332.0,19.44,soybeans
26901,Turkey,Soybeans,2005,33721,593.0,40332.0,11.24,soybeans
26902,Turkey,Soybeans,2005,33721,593.0,40332.0,12.2,soybeans
26903,Turkey,Soybeans,2005,33721,593.0,40332.0,14.23,soybeans
26904,Turkey,Soybeans,2005,33721,593.0,40332.0,17.78,soybeans
26915,Turkey,Potatoes,2006,276077,593.0,27421.0,19.44,potatoes
26916,Turkey,Potatoes,2006,276077,593.0,27421.0,11.12,potatoes
26917,Turkey,Potatoes,2006,276077,593.0,27421.0,11.96,potatoes
26918,Turkey,Potatoes,2006,276077,593.0,27421.0,14.11,potatoes
26919,Turkey,Potatoes,2006,276077,593.0,27421.0,17.71,potatoes
26930,Turkey,Soybeans,2006,39688,593.0,27421.0,19.44,soybeans
26931,Turkey,Soybeans,2006,39688,593.0,27421.0,11.12,soybeans
26932,Turkey,Soybeans,2006,39688,593.0,27421.0,11.96,soybeans
26933,Turkey,Soybeans,2006,39688,593.0,27421.0,14.11,soybeans
26934,Turkey,Soybeans,2006,39688,593.0,27421.0,17.71,soybeans
26945,Turkey,Potatoes,2007,276422,593.0,48715.51,19.82,potatoes
26946,Turkey,Potatoes,2007,276422,593.0,48715.51,11.87,potatoes
26947,Turkey,Potatoes,2007,276422,593.0,48715.51,12.91,potatoes
26948,Turkey,Potatoes,2007,276422,593.0,48715.51,14.98,potatoes
26949,Turkey,Potatoes,2007,276422,593.0,48715.51,18.6,potatoes
26960,Turkey,Soybeans,2007,35350,593.0,48715.51,19.82,soybeans
26961,Turkey,Soybeans,2007,35350,593.0,48715.51,11.87,soybeans
26962,Turkey,Soybeans,2007,35350,593.0,48715.51,12.91,soybeans
26963,Turkey,Soybeans,2007,35350,593.0,48715.51,14.98,soybeans
26964,Turkey,Soybeans,2007,35350,593.0,48715.51,18.6,soybeans
26975,Turkey,Potatoes,2008,282947,593.0,37640.2,19.92,potatoes
26976,Turkey,Potatoes,2008,282947,593.0,37640.2,11.33,potatoes
26977,Turkey,Potatoes,2008,282947,593.0,37640.2,12.7,potatoes
26978,Turkey,Potatoes,2008,282947,593.0,37640.2,14.91,potatoes
26979,Turkey,Potatoes,2008,282947,593.0,37640.2,18.47,potatoes
26990,Turkey,Soybeans,2008,36490,593.0,37640.2,19.92,soybeans
26991,Turkey,Soybeans,2008,36490,593.0,37640.2,11.33,soybeans
26992,Turkey,Soybeans,2008,36490,593.0,37640.2,12.7,soybeans
26993,Turkey,Soybeans,2008,36490,593.0,37640.2,14.91,soybeans
26994,Turkey,Soybeans,2008,36490,593.0,37640.2,18.47,soybeans
27005,Turkey,Potatoes,2009,305986,593.0,37651.15,19.94,potatoes
27006,Turkey,Potatoes,2009,305986,593.0,37651.15,11.63,potatoes
27007,Turkey,Potatoes,2009,305986,593.0,37651.15,12.75,potatoes
27008,Turkey,Potatoes,2009,305986,593.0,37651.15,14.95,potatoes
27009,Turkey,Potatoes,2009,305986,593.0,37651.15,18.41,potatoes
27020,Turkey,Soybeans,2009,36570,593.0,37651.15,19.94,soybeans
27021,Turkey,Soybeans,2009,36570,593.0,37651.15,11.63,soybeans
27022,Turkey,Soybeans,2009,36570,593.0,37651.15,12.75,soybeans
27023,Turkey,Soybeans,2009,36570,593.0,37651.15,14.95,soybeans
27024,Turkey,Soybeans,2009,36570,593.0,37651.15,18.41,soybeans
27035,Turkey,Potatoes,2010,323303,593.0,38554.69,21.02,potatoes
27036,Turkey,Potatoes,2010,323303,593.0,38554.69,13.27,potatoes
27037,Turkey,Potatoes,2010,323303,593.0,38554.69,13.8,potatoes
27038,Turkey,Potatoes,2010,323303,593.0,38554.69,15.6,potatoes
27039,Turkey,Potatoes,2010,323303,593.0,38554.69,19.27,potatoes
27050,Turkey,Soybeans,2010,36869,593.0,38554.69,21.02,soybeans
27051,Turkey,Soybeans,2010,36869,593.0,38554.69,13.27,soybeans
27052,Turkey,Soybeans,2010,36869,593.0,38554.69,13.8,soybeans
27053,Turkey,Soybeans,2010,36869,593.0,38554.69,15.6,soybeans
27054,Turkey,Soybeans,2010,36869,593.0,38554.69,19.27,soybeans
27065,Turkey,Potatoes,2011,324041,593.0,39534.43,19.36,potatoes
27066,Turkey,Potatoes,2011,324041,593.0,39534.43,10.39,potatoes
27067,Turkey,Potatoes,2011,324041,593.0,39534.43,11.6,potatoes
27068,Turkey,Potatoes,2011,324041,593.0,39534.43,13.65,potatoes
27069,Turkey,Potatoes,2011,324041,593.0,39534.43,17.6,potatoes
27080,Turkey,Soybeans,2011,38704,593.0,39534.43,19.36,soybeans
27081,Turkey,Soybeans,2011,38704,593.0,39534.43,10.39,soybeans
27082,Turkey,Soybeans,2011,38704,593.0,39534.43,11.6,soybeans
27083,Turkey,Soybeans,2011,38704,593.0,39534.43,13.65,soybeans
27084,Turkey,Soybeans,2011,38704,593.0,39534.43,17.6,soybeans
27095,Turkey,Potatoes,2012,280384,593.0,42610.59,19.92,potatoes
27096,Turkey,Potatoes,2012,280384,593.0,42610.59,11.45,potatoes
27097,Turkey,Potatoes,2012,280384,593.0,42610.59,12.71,potatoes
27098,Turkey,Potatoes,2012,280384,593.0,42610.59,14.97,potatoes
27099,Turkey,Potatoes,2012,280384,593.0,42610.59,18.54,potatoes
27110,Turkey,Soybeans,2012,36394,593.0,42610.59,19.92,soybeans
27111,Turkey,Soybeans,2012,36394,593.0,42610.59,11.45,soybeans
27112,Turkey,Soybeans,2012,36394,593.0,42610.59,12.71,soybeans
27113,Turkey,Soybeans,2012,36394,593.0,42610.59,14.97,soybeans
27114,Turkey,Soybeans,2012,36394,593.0,42610.59,18.54,soybeans
27125,Turkey,Potatoes,2013,315329,593.0,39440.0,20.22,potatoes
27126,Turkey,Potatoes,2013,315329,593.0,39440.0,13.27,potatoes
27127,Turkey,Potatoes,2013,315329,593.0,39440.0,14.07,potatoes
27128,Turkey,Potatoes,2013,315329,593.0,39440.0,16.02,potatoes
27129,Turkey,Potatoes,2013,315329,593.0,39440.0,19.21,potatoes
27140,Turkey,Soybeans,2013,41609,593.0,39440.0,20.22,soybeans
27141,Turkey,Soybeans,2013,41609,593.0,39440.0,13.27,soybeans
27142,Turkey,Soybeans,2013,41609,593.0,39440.0,14.07,soybeans
27143,Turkey,Soybeans,2013,41609,593.0,39440.0,16.02,soybeans
27144,Turkey,Soybeans,2013,41609,593.0,39440.0,19.21,soybeans
27150,Uganda,Cassava,1990,83010,1180.0,72.0,23.36,cassava
27152,Uganda,Plantains and others,1990,56499,1180.0,72.0,23.36,plantains and others
27153,Uganda,Potatoes,1990,70000,1180.0,72.0,23.36,potatoes
27156,Uganda,Soybeans,1990,9927,1180.0,72.0,23.36,soybeans
27157,Uganda,Sweet potatoes,1990,41009,1180.0,72.0,23.36,sweet potatoes
27159,Uganda,Cassava,1991,83008,1180.0,72.0,23.3,cassava
27161,Uganda,Plantains and others,1991,56503,1180.0,72.0,23.3,plantains and others
27162,Uganda,Potatoes,1991,71885,1180.0,72.0,23.3,potatoes
27165,Uganda,Soybeans,1991,10926,1180.0,72.0,23.3,soybeans
27166,Uganda,Sweet potatoes,1991,41978,1180.0,72.0,23.3,sweet potatoes
27168,Uganda,Cassava,1992,80000,1180.0,72.0,23.46,cassava
27170,Uganda,Plantains and others,1992,53502,1180.0,72.0,23.46,plantains and others
27171,Uganda,Potatoes,1992,72432,1180.0,72.0,23.46,potatoes
27174,Uganda,Soybeans,1992,10000,1180.0,72.0,23.46,soybeans
27175,Uganda,Sweet potatoes,1992,43100,1180.0,72.0,23.46,sweet potatoes
27177,Uganda,Cassava,1993,85068,1180.0,71.0,23.62,cassava
27179,Uganda,Plantains and others,1993,55255,1180.0,71.0,23.62,plantains and others
27180,Uganda,Potatoes,1993,80000,1180.0,71.0,23.62,potatoes
27183,Uganda,Soybeans,1993,10308,1180.0,71.0,23.62,soybeans
27184,Uganda,Sweet potatoes,1993,42565,1180.0,71.0,23.62,sweet potatoes
27186,Uganda,Cassava,1994,65000,1180.0,59.0,23.6,cassava
27188,Uganda,Plantains and others,1994,56667,1180.0,59.0,23.6,plantains and others
27189,Uganda,Potatoes,1994,83636,1180.0,59.0,23.6,potatoes
27192,Uganda,Soybeans,1994,11029,1180.0,59.0,23.6,soybeans
27193,Uganda,Sweet potatoes,1994,45011,1180.0,59.0,23.6,sweet potatoes
27195,Uganda,Cassava,1995,66988,1180.0,88.0,23.72,cassava
27197,Uganda,Plantains and others,1995,59603,1180.0,88.0,23.72,plantains and others
27198,Uganda,Potatoes,1995,80400,1180.0,88.0,23.72,potatoes
27201,Uganda,Soybeans,1995,10972,1180.0,88.0,23.72,soybeans
27202,Uganda,Sweet potatoes,1995,45000,1180.0,88.0,23.72,sweet potatoes
27204,Uganda,Cassava,1996,67015,1180.0,88.0,23.49,cassava
27206,Uganda,Plantains and others,1996,60000,1180.0,88.0,23.49,plantains and others
27207,Uganda,Potatoes,1996,60000,1180.0,88.0,23.49,potatoes
27210,Uganda,Soybeans,1996,11447,1180.0,88.0,23.49,soybeans
27211,Uganda,Sweet potatoes,1996,30000,1180.0,88.0,23.49,sweet potatoes
27213,Uganda,Cassava,1997,66988,1180.0,88.0,24.04,cassava
27215,Uganda,Plantains and others,1997,60488,1180.0,88.0,24.04,plantains and others
27216,Uganda,Potatoes,1997,64286,1180.0,88.0,24.04,potatoes
27219,Uganda,Soybeans,1997,11053,1180.0,88.0,24.04,soybeans
27220,Uganda,Sweet potatoes,1997,35803,1180.0,88.0,24.04,sweet potatoes
27222,Uganda,Cassava,1998,90000,1180.0,88.0,23.97,cassava
27224,Uganda,Plantains and others,1998,60000,1180.0,88.0,23.97,plantains and others
27225,Uganda,Potatoes,1998,64000,1180.0,88.0,23.97,potatoes
27228,Uganda,Soybeans,1998,11500,1180.0,88.0,23.97,soybeans
27229,Uganda,Sweet potatoes,1998,40000,1180.0,88.0,23.97,sweet potatoes
27231,Uganda,Cassava,1999,130000,1180.0,88.0,23.52,cassava
27233,Uganda,Plantains and others,1999,57000,1180.0,88.0,23.52,plantains and others
27234,Uganda,Potatoes,1999,70156,1180.0,88.0,23.52,potatoes
27237,Uganda,Soybeans,1999,12024,1180.0,88.0,23.52,soybeans
27238,Uganda,Sweet potatoes,1999,43673,1180.0,88.0,23.52,sweet potatoes
27240,Uganda,Cassava,2000,123840,1180.0,88.0,23.75,cassava
27242,Uganda,Plantains and others,2000,58999,1180.0,88.0,23.75,plantains and others
27243,Uganda,Potatoes,2000,70294,1180.0,88.0,23.75,potatoes
27246,Uganda,Soybeans,2000,12075,1180.0,88.0,23.75,soybeans
27247,Uganda,Sweet potatoes,2000,43207,1180.0,88.0,23.75,sweet potatoes
27249,Uganda,Cassava,2001,135000,1180.0,88.0,23.47,cassava
27251,Uganda,Plantains and others,2001,60000,1180.0,88.0,23.47,plantains and others
27252,Uganda,Potatoes,2001,69589,1180.0,88.0,23.47,potatoes
27255,Uganda,Soybeans,2001,11339,1180.0,88.0,23.47,soybeans
27256,Uganda,Sweet potatoes,2001,43969,1180.0,88.0,23.47,sweet potatoes
27258,Uganda,Cassava,2002,135000,1180.0,88.0,23.99,cassava
27260,Uganda,Plantains and others,2002,60000,1180.0,88.0,23.99,plantains and others
27261,Uganda,Potatoes,2002,70000,1180.0,88.0,23.99,potatoes
27264,Uganda,Soybeans,2002,10993,1180.0,88.0,23.99,soybeans
27265,Uganda,Sweet potatoes,2002,44007,1180.0,88.0,23.99,sweet potatoes
27267,Uganda,Cassava,2004,135135,1180.0,88.0,24.02,cassava
27269,Uganda,Plantains and others,2004,58000,1180.0,88.0,24.02,plantains and others
27270,Uganda,Potatoes,2004,69036,1180.0,88.0,24.02,potatoes
27273,Uganda,Soybeans,2004,10972,1180.0,88.0,24.02,soybeans
27274,Uganda,Sweet potatoes,2004,44020,1180.0,88.0,24.02,sweet potatoes
27276,Uganda,Cassava,2005,144083,1180.0,88.0,24.29,cassava
27278,Uganda,Plantains and others,2005,54000,1180.0,88.0,24.29,plantains and others
27279,Uganda,Potatoes,2005,68023,1180.0,88.0,24.29,potatoes
27282,Uganda,Soybeans,2005,10972,1180.0,88.0,24.29,soybeans
27283,Uganda,Sweet potatoes,2005,44136,1180.0,88.0,24.29,sweet potatoes
27285,Uganda,Cassava,2006,129974,1180.0,88.0,23.95,cassava
27287,Uganda,Plantains and others,2006,53989,1180.0,88.0,23.95,plantains and others
27288,Uganda,Potatoes,2006,69778,1180.0,88.0,23.95,potatoes
27291,Uganda,Soybeans,2006,12069,1180.0,88.0,23.95,soybeans
27292,Uganda,Sweet potatoes,2006,45000,1180.0,88.0,23.95,sweet potatoes
27294,Uganda,Cassava,2007,128834,1180.0,88.0,23.68,cassava
27296,Uganda,Plantains and others,2007,55012,1180.0,88.0,23.68,plantains and others
27297,Uganda,Potatoes,2007,69892,1180.0,88.0,23.68,potatoes
27300,Uganda,Soybeans,2007,11973,1180.0,88.0,23.68,soybeans
27301,Uganda,Sweet potatoes,2007,45912,1180.0,88.0,23.68,sweet potatoes
27303,Uganda,Cassava,2008,72252,1180.0,88.0,23.68,cassava
27305,Uganda,Plantains and others,2008,46017,1180.0,88.0,23.68,plantains and others
27306,Uganda,Potatoes,2008,47419,1180.0,88.0,23.68,potatoes
27309,Uganda,Soybeans,2008,7097,1180.0,88.0,23.68,soybeans
27310,Uganda,Sweet potatoes,2008,42014,1180.0,88.0,23.68,sweet potatoes
27312,Uganda,Cassava,2009,71829,1180.0,88.0,24.18,cassava
27314,Uganda,Plantains and others,2009,48004,1180.0,88.0,24.18,plantains and others
27315,Uganda,Potatoes,2009,46286,1180.0,88.0,24.18,potatoes
27318,Uganda,Soybeans,2009,6000,1180.0,88.0,24.18,soybeans
27319,Uganda,Sweet potatoes,2009,41965,1180.0,88.0,24.18,sweet potatoes
27321,Uganda,Cassava,2010,61120,1180.0,88.0,24.14,cassava
27323,Uganda,Plantains and others,2010,48000,1180.0,88.0,24.14,plantains and others
27324,Uganda,Potatoes,2010,47714,1180.0,88.0,24.14,potatoes
27327,Uganda,Soybeans,2010,6000,1180.0,88.0,24.14,soybeans
27328,Uganda,Sweet potatoes,2010,44955,1180.0,88.0,24.14,sweet potatoes
27330,Uganda,Cassava,2011,48728,1180.0,88.0,23.89,cassava
27332,Uganda,Plantains and others,2011,48000,1180.0,88.0,23.89,plantains and others
27333,Uganda,Potatoes,2011,49920,1180.0,88.0,23.89,potatoes
27336,Uganda,Soybeans,2011,7000,1180.0,88.0,23.89,soybeans
27337,Uganda,Sweet potatoes,2011,40000,1180.0,88.0,23.89,sweet potatoes
27339,Uganda,Cassava,2012,32973,1180.0,88.0,24.03,cassava
27341,Uganda,Plantains and others,2012,45999,1180.0,88.0,24.03,plantains and others
27342,Uganda,Potatoes,2012,49440,1180.0,88.0,24.03,potatoes
27345,Uganda,Soybeans,2012,5001,1180.0,88.0,24.03,soybeans
27346,Uganda,Sweet potatoes,2012,40978,1180.0,88.0,24.03,sweet potatoes
27348,Uganda,Cassava,2013,35006,1180.0,88.0,24.13,cassava
27350,Uganda,Plantains and others,2013,45000,1180.0,88.0,24.13,plantains and others
27351,Uganda,Potatoes,2013,45013,1180.0,88.0,24.13,potatoes
27354,Uganda,Soybeans,2013,5000,1180.0,88.0,24.13,soybeans
27355,Uganda,Sweet potatoes,2013,40059,1180.0,88.0,24.13,sweet potatoes
